DESCRIPCION;MARCA;MODELO
VAL PALLADIUM #2 GRS 50 / 14.1 OC (PALLADIUM HEAVY-DUTY GREASE APPLICATIONS), GRASAS LUBRICANTES PARA APLICACIONES DE TRABAJO PESADO, UNA PRIMERA CALIDAD, GRASA MULTIUSO PARA USO EN EXTREMA PRESION Y CONDICIONES DE FUNCIONAMIENTO DE ALTA TEMPERATURA. CADA CAJA CONTIENE 50 ENVASES DE 14.1 ONZAS, MODELO VV70112;VALVOLINE;VV70112
ACEITE LUBRICANTE LPS2 PARA AVION , EN AEROSOL, DE 369ML-11OZ/312GRAMOS. REF. 00216;LPS;00216/ LPS2
LUBT, AWF DRUM // ACEITE LUBRICANTE AWF;SULLAIR;250030-758
"99000-25520-000; GRASA MARINA SUZUKI, , REPUESTOS PARA MOTOR MARINO FUERA DE BORDA";SUZUKI;DF175
"ACEITE LUBRICANTE DE SILICONA, TUBO DE 10 GRS, P/N.- 10149, WACKER AK350, TUBO DE ACEITE SILICONE DOWSIL, 200 FLUID, 350 CST, TUBO DE 10 GRMS, PN: 10149; A037324";VAREX IMAGING NEDERLAND B.V.;S/M
"4610; POWER STEARING; LIQUIDO PARA DIRECCION ASISTIDA CON ACONDICIONADORES 32OZ (946ML) CJA 12";JOHNSEN´S;4610
"4602; ACEITE PENETRANTE; ACEITE PENETRANTE EN AEROSOL 10OZ (284G) CJA 12";JOHNSEN´S;4602
"4604; GRASA BLANCA AEROSOL; GRASA BLANCA LITHIUM EN AEROSOL 11OZ (312G) CJA 12";JOHNSEN´S;4604
"0901769226; ACEITE ESPECIAL KRONES FL-10 FABRICANTE:KRONES TIPO: ACEITE SINTETICO NºPARTE: 0-901-76-922-6 PRESENTACION: BOTE PLASTICO DE 1000 ML USO: INSPECTORES DE BOTELLAS VACIAS; SOLUCION DE LIMPIEZA";KRONES;KRONES MANUFACTURE/0901769226
12 UNIDADES DE TUBO DE GRASA DE 450 GRAMOS, REF: AG 11-462;KLUBER;S/M
23 UNIDADES DE GRASA, 23 TUBOS DE 450 GRAMOS, REF: AG 11-462;KLUBER;S/M
GRASA GRADO ALIMENTICIO PRES. CARTUCHO P // 15121526 -  Lubricantes para equipo de procesamiento de alimentos;MANUFACTURAS LENIN;S/M
20 PALETAS CONT 1,760 CAJAS 2C EX 12/1QT 75025 DE ACEITES LUBRICANTES QSUPRME CADA CAJA DE 12 UNDS DE 1 LITRO, CADA PALETA CONT 88 CAJAS;QSUPREME;75025
JAX CHAIN DRIVE PIN BUJES Y CADENAS;JAX;S/M
JAX HEAVY DUTY CHAIN & CABLE LUBE;JAX;S/M
PENETRANTES PARA PIEZAS METALICAS, CON UN CONTENIDO DE ACEITES DE PETRELEO O MINERAL BITUMINOSO SUPERIOR AL 70% EN PESO, (NAFTA, ACEITE MINERAL, GAS BUTANO Y PROPANO), EN PRESENTACION DE ENVASES  DE AEROSOL DE CAPACIDAD DE 400 ML-WT-400SP;TRUPER;WT-400SP
"ACEITE PARA MAQUINA DE COSER; ACEITE";INTERNATIONAL;SMO200
ACEITE PARA COMPRESOR DE AIRE MARCA:KYUNGWON No. PARTE:C5010042;KYUNGWON;S/M
GRASA MOBIL GREASE TUBOS;S/M;S/M
GRASA SINTETICA PARA CADENAS LIQUI MOLY SPRAY;S/M;S/M
SMO300-ACEITE PARA MAQUINA DE COSER;INTERNATIONAL;SMO300
SMO300-ACEITE PARA MAQUINA DE COSER;INTERNATIONAL;SMO300
ACEITE PARA MAQUINA DE COSER;INTERNATIONAL;SMO300
0.10 BTS CONT.3 BOTELLAS DE ACEITE HIDRAULICO PARA BICICLETA NUEVO;S/M;S/M
0.10 BULTO CONT. 3 BOTELLAS DE ACEITE PARA BICICLETA;S/M;S/M
GRASA LGMT 3/0.4 PRESENT. 0.4KG (420 ML) PARTE # 7316570699623;SKF;S/M
GRASA INDUSTRIAL SKF LGMT 3/5 PRESENT 5Kg(5.38 LITROS) PARTE # 7316577059581;SKF;S/M
GRASA LGWA 2/5 PRESENTACION 5KG(5.38 Litros) PARTE # 7316570859416;SKF;S/M
GRASA SKF LGMT 3/18 PRESENTACION 18KG PARTE # 7316577611864;SKF;S/M
LUBRICANTE NATERIA MJ 40,  BARRIL CON 208 LITROS C/U NUMERO DE PARTE 195346, CANTIDAD : 8  BARRIL, CANTIDAD UNIDADES:8 , , CANTIDAD DE LITROS: 1,664.00 , NATERIA MJ40 BA,NATERIA MJ 40 208L TOT SG SCHEDULE B# 1,699 -1,706 Pkg;TOTALENERGIES;S/M
NATERIA MJ 40// ACEITE LUBRICANTE// LOTE:0002056008, FECHA DE ENVASADO:20/06/2023// PRESENTADO EN  4 BARRILES DE 208L CODIGO: 195346;TOTALENERGIES;S/M
LUBRICANTE Y SILICONE YAMALUBE 10.5OZ 29 N° Parte ACCSLCNSPRAY;YAMALUBE;S/M
LUBRICANTE CADENA YAMALUBE 12 OZ 340G 355ml N° Parte ACCCHAINOFAA;YAMALUBE;S/M
LUBRICANTE CADENA YAMALUBE 12 OZ 340G 355ml N° Parte ACCCHAINOFAA;YAMALUBE;S/M
LUBRICANTE CADENA YAMALUBE 12 OZ 340G 355ml N° Parte ACCCHAINOFAA;YAMALUBE;S/M
"PSF9801; LÍQUIDO DE DIRECCIÓN ASISTIDA 1 GAL GM (3.78 LTS) PARTE N° 9801";NAPA;PSF9801
"PSF9801; LÍQUIDO DE DIRECCIÓN ASISTIDA 1 GAL GM (3.78 LTS) PARTE N° 9801";NAPA;PSF9801
"NOL75603; ACEITE/GRASA; ACEITE/GRASA (ACEITE/GRASA)  MATERIAL: PLASTICO/ LIQUIDO.  NUMERO DE FABRICA: NOL75603 (CUBETA DE 35 LIBRAS, PARA UN TOTAL DE 50 CUBETAS CON 1,750 LIBRAS)";NAPA;NOL75603
A base 100% de destilados de petroleos, fraccion Naftenica pesada tratada con hidrogeno, color medio amarillento.- Presentación: 2 bolsas Isotanques;HYGOLD;Hygold L2000
GRASA PARA RODAMIENTOS PRESENTACION LATA DE 1KG;SKF;LGMT 3/1
GRASA LUBRICANTE PRESENTACION LATA DE 1KG;SKF;LGWA2/1
"FLUIDO P/POWER; AS269Y";PRESTONE;AS269Y
"FLUIDO P/POWER; AS269Y";PRESTONE;AS269Y
"FLUIDO P/POWER; AS269Y";PRESTONE;AS269Y
"FLUIDO P/POWER; AS269Y";PRESTONE;AS269Y
"FLUIDO P/POWER; AS268Y";PRESTONE;AS268Y
20 PALETAS CONT. 1,775 CAJAS DE ACEITES LUBRICANTES 2 STROKE ECONOMY-1 QT ( ACEITE P/MOTOR) CAJAS DE 12 UN. 21,300 UNT EN TOTAL;LION;TS-408
816 CAJAS CONT OVER ALL HI-TECH 140 12/1 ACEITES BASICOS PARAFINICOS NAFTENICOS REFINADOS CADA CAJA CONT 12 UNDS DE 1/ LITRO;OVER ALL;321622
"FLUIDO P/POWER; AS268Y";PRESTONE;AS268Y
"FLUIDO P/POWER; AS268Y";PRESTONE;AS268Y
"FLUIDO P/POWER; AS268Y";PRESTONE;AS268Y
"FLUIDO P/POWER; AS264Y";PRESTONE;AS264Y
232 BARRILES DE ACEITE DIELECTRICO RPP6153ZBA MAKER ELECTRA 3X 1X208 L. (232 BARRILES EQUIVALENTE A 48,296.60 LITROS.;MAKER ELECTRA 3X;S/M
"FLUIDO P/POWER; AS264Y";PRESTONE;AS264Y
"FLUIDO P/POWER; AS264Y";PRESTONE;AS264Y
"FLUIDO P/POWER; AS264Y";PRESTONE;AS264Y
MULTIUSO, DE 11 ONZAS. FACTURA 0790676;S/M;S/M
GRASA MULTIUSO HV2 TU;TOTALENERGIES;S/M
Aceite lubricante de refrigeración, 2 bidones de 5 galones c/u, cod. 011-00592-000;YORK;S/M
"AIMC; ACEITE INDUSTRIAL PARA MAQUINA DE COSER";TECNOL;S/M
GRASA PARA TUBERIA VULTREX DRILL ROD HEAVY, ESPESADA CON JABON COMPLEJO DE BARIO PARA BARRENAS CON PUNTA DE DIAMANTE, PARA PERFORACION DE ROCAS, REDUCE LA FRICCION ENTRE LA BARRENA Y LA ROCA BALDES DE 17 KG;VULTREX;S/M
"XT10QLVC; MERCON LV AT FLUID 946ML";FORD;XT10QLVC
0.425 KG TARRO GRASA BAT 3 CJ:60.00 0 %-PT40400002;ROSHFRANS;PT40400002
3.500 KG CUBETA GRASA BAT 3 7501390505883 CB:30.00 0 %-PT40400007;ROSHFRANS;PT40400007
16.000 KG CUBETA GRASA GRAFITADA FIBROSA CR CB:6.00 0 %-PT43100004;ROSHFRANS;PT43100004
16.000 KG CUBETA GRASA BAT 3 CB:50.00 0 %-PT40400004;ROSHFRANS;PT40400004
ACEITE PARA MAQUINA DE COSER;INTERNATIONAL;SMO200
ACEITE PARA MAQUINA DE COSER;INTERNATIONAL;SMO200
"ACEITE LUB TRANS 50 5AG PUMA; 5000423";PUMA;S/M
"FLUIDO P/POWER 1QT; SSPSF-32";SUPER S;SSPSF-32
"ACEITE DE MOTOR; SS40-QRT";SUPER S;SS40-QRT
"ACEITE DE MOTOR, UNIDAD=18.9LT; SSND50-Q";SUPER S;SSND50-Q
"ACEITE DE MOTOR; SS50-QRT";SUPER S;SS50-QRT
"ACEITE TRANSMISION (UNIDAD=946ML); SSDEXVI-QRT";SUPER S;SSDEXVI-QRT
"GRASA GRAFITADA, UNIDAD= 397 GR; 11335";SUPER S;11335
"GRASA P/BALEROS; SSSUS71-35LBS";SUPER S;SSSUS71-35LBS
"ACEITE; INFZ20230716-30102023-39";S/M;S/M
LUBRICANTE;S/M;S/M
LUBRICANTE;S/M;S/M
"10067670; 12 CUBETAS DE 35 LIBRAS.(19.05 KGS)CADA CUBETA CONTENIENDO GRASA LUBRICANTE.; CUBETAS DE 35.00 LIBRAS CADA UNA";LTG;100010067670
*/ UNIDADES DE SOBRECITOS DE GRASA LUBRICANTE  5.5G   (-9107819)- // 1105007;NOCO-FLUID NSF-H1;S/M
H1 QUINPLEX WHITE GEAR LUBE - EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA.;LE XPORT;4140-PL
GRASA;VOLMER;FX SUPER 1/2 KG (2-101)
ACEITE  MINERAL   DE  1  LT.     LOTE:  225304,     EXPIRA:   12/08/25.;FISHER CHEMICAL SCI;O121 1
ACEITE  MINERAL  LIGERO  DE  20  LTS.      LOTE:   225304,    EXPIRA:  12/08/25.;FISHER CHEMICAL SCI;O121 20
ACEITE PARA COMPRESOR DE AIRE, PARTE No. C5010042;KYUNGWON;S/M
ACEITE PARA COMPRESOR//  OIL FOR KYUNGWON AIR COMPRESSOR // CODIGO: AIRLUBE SUPER: C5010042;S/M;S/M
GRASAS//  PARTS FOR KYUNGWON AIR MOTOR GREASE SET // CODIGO: GREASE CARTRIDGE: C5040001;S/M;S/M
GRASAS//  PARTS FOR KYUNGWON AIR MOTOR GREASE SET // CODIGO: GREASE GUN SET: C5040002;S/M;S/M
ACEITE PARA MAQUINA DE COSER;INTERNATIONAL;SMO200
ACEITE P/MAQUINA DE COSER;INTERNATIONAL;SMO200
LUBRICANTE GLN;S/M;S/M
"GRASA GEL DE SÍLICE; MULTIUSOS; CARTUCHO; 400 G; SÓLIDO; EQUIPOS DE PROCESAMIENTO DE ALIMENTOS | PARTE DE LA MÁQUINA Y EQUIPO | JUNTA O SELLO; BLANCO; 675962";LOCTITE;675962
"GRASA LUBRICANTE; GRASA LUBRICANTE,0940612504,ART: 0940612504 / MAT: 1020381288 / FACT: 93837051 / O.C. 4502301494; INDIRECTO 2023-14";KLUBER;PETAMO GHY 133 N
ACEITE LUBRICANTE MOBIL DTE 10 EXCEL 100 DRUM 55GAL,  6-BARRIL DE 55 GAL.= 1249.19  Ltrs,   REF: 126489;MOBIL;126489
ACEITE LUBRICANTE M-VELOCITY NO. 6 CUBETA DE 5 GALONES;MOBIL;105482
"ACEITE LUBRICANTE PUMA HYDRAULIC A10AW, 55AG; PRESENTACION DE T/208 LITROS: 1,664.00";PUMA;5000157
"ACEITE LUBRICANTE PUMA HD SÚPER ES UN LUBRICANTE FORMULADO CON ACEITES BÁSICOS MINERALES ALTAMENTE REFINADOS Y UN PAQUETE DE ADITIVOS QUE LE PROPORCIONAN CARACTERÍSTICAS ESENCIALES PARA PROTEGER EL MOTOR DEL DESGASTE. CONTIENE INHIBIDORES, DISPERSANTES-DETERGENTES Y ANTI DESGASTE, QUE LO PROTEGEN CONTRA LA CORROSIÓN, HERRUMBRE Y LA OXIDACIÓN.  APLICACIONES  PUMA HD SÚPER SE RECOMIENDA PARA LA LUBRICACIÓN DE TODO MOTOR A NAFTA, Y MOTOR DIÉSEL DE CUATRO TIEMPOS, DE ASPIRACIÓN NATURAL, EN CAMIONES DE CARGA Y PASAJEROS, MAQUINARIA PESADA PARA CONSTRUCCIÓN, TRACTORES AGRÍCOLAS, QUE REQUIERAN NIVEL DE ESPECIFICACIÓN API CF/SJ O ANTERIORES.; TAMBOR DE 55 GALONES";PUMA;5000060
"GRASA LUBRICANTE PUMA LITHIUM EP2, 35LB; PRESENTACION DE C/16 LITROS: 768.00";PUMA;5000151
"GRASA LUBRICANTE PUMA LITHCOM EP2, 400LB; PRESENTACION DE T/182 LITROS: 2,179.20";PUMA;5000144
"GRASA LUBRICANTE PUMA LITHCOM EP2, 400LB; TAMBOR DE 400 LBS";PUMA;5000144
ACEITE MINERAL PARA USO INDUSTRIAL ANTICORIT DFW 7301, DFO 7301 55GL DR;FUCHS;601947575
GRASA PARA USO INDUSTRIAL RENOLIT H EP 2, 35 LB PLASTIC PAIL;FUCHS;601921186
GRASA BASE MINERAL PARA USO INDUSTRIAL STABYL HD 180KG DR;FUCHS;601859311
"HYD46241; UNO HYDRAULIC MVI 46 55AG; 8 BARRILES  DE  55 GALONES  CADA UNO";UNO;HYD46241
Lubricante en aerosol;S/M;S/M
Grasa lubricante;S/M;S/M
Grasa M-Lith SHC;S/M;S/M
Grasa seca;S/M;S/M
ACEITE PROSISNT;S/M;16013621
OENETRANTE OIL WD40;WD40;WD 40/01
PENETRANTE OIL WD40;WD40;WD40/01
CITRAX GRASA DE ACORDION (PAQUETE DE 20);S/M;S/M
"ACEITE LUBRICANTE DE HIDROCARBURO SINTETICO ACEITE MINERAL INDICADOR UV,COMPONENTE ACEITES RESIDUALES (PETROLEO),DESPARAFINADOS CON DISOLVENTES, CONCENTRACION > =30-< 50, POLISULFUTROS, DI-TERC-DODECIL >=5-< 10, DESTILADOS (PETROLEO), FRICCION NAFTENICA PESADA TRATADA CON HIDROGENO > = 1-< 5, BARRIL DE 180 KG, LOTE: KH00010745; 1084861258/KIUBERFLUID C-F 3 ULTRA (180KG), LOTE: KH00012110; 15121902";KLUBER;15121902
"0904902828; GRASA CELEROL L 7009 PARTE NO: 0-904-90-282-8 MARCA KRONES NUMERO DE MAQUINA K441028 USO SOPLADORA CONTIFORM; AGENTE DE LIMPIEZA";KRONES;KRONES MANUFACTURE/0904902828
"0903088789; GRASA KRONES CELEROL LU 7602 125 ML Nº DE PIEZA: 0-903-08-878-9 POSICION:17; PAG LISTA DE PIEZAS: Nº DE DIBUJO: Nº DE LISTA DE PIEZAS: Nº DE EQUIPO: K-404-108 , PRONTOMODUL MATERIAL ALTERNATIVO: GRASA PERMAFLEX LE-4024 QUINPLE; SOLUCION DE LIMPIEZA";KRONES;KRONES MANUFACTURE/0903088789
"0903088789; GRASA KRONES CELEROL LU 7602 125 ML Nº DE PIEZA: 0-903-08-878-9 POSICION:17; PAG LISTA DE PIEZAS: Nº DE DIBUJO: Nº DE LISTA DE PIEZAS: Nº DE EQUIPO: K-404-108 , PRONTOMODUL MATERIAL ALTERNATIVO: GRASA PERMAFLEX LE-4024 QUINPLE; SOLUCION DE LIMPIEZA";KRONES;KRONES MANUFACTURE/0903088789
ACEITE PARA MAQUINA DE COSER;INTERNATIONAL;S/M
CUBETA AW-68(ACEITE);S/M;S/M
GRASAS  ROSBFRANS BAT.3425G;S/M;S/M
LUBRICANTE P/CADENAS, CABLES SPRAY 12/10 OZ;JOHNSEN´S;4723
ACEITE PARA COMPRESOR DE AIRE;KIUNGWON;S/M
ACEITE PARA MAQUINA DE COSER INDUSTRIAL 34 ( 55 GALONES );S/M;S/M
"LGL2; ACEITE PARA MAQUINAS DE COSER INDUSTRIAL #34 BARRIL /01 BTO. (55GLNS)";S/M;S/M
20 PALETAS CONT 1,760 CAJAS 2C EX 12/1QT 75025 DE ACEITES LUBRICANTES QSUPREME CADA CAJA DE 12 UNDS DE 1 LITRO, CADA PALETA CONT 88 CAJAS;QSUPREME;75025
LUBRICADOR;S/M;S/M
ACEITE EN AEROSOL, CAJAS DE 12 UND, JAX Magna-Plate 78 EU (Aerosol);JAX;JAX114EU
LUBRICANTE PARA PASADORES Y BUJES DE TRANSMISIÓN POR CADENA, CAJAS DE 12 UND, JAX Chain Drive Pin & Bushing Lube, (Aerosol) - FRENCH/SPANISH/PORTUGUESE;JAX;JAX102E.FSP
LUBRICANTE PARA PASADORES Y BUJES DE TRANSMISIÓN POR CADENA, CAJA DE 12 UND, JAX Heavy Duty Chain & Cable Lubricant (Aerosol);JAX;JAX104
GRASAS, JAX MAGNA PLATE 44-1. CAJAS DE 50 UND;JAX;00441-050
GRASAS, CAJA DE 50 UND, JAX POLY-PLATE  EP-2;JAX;09502-050
GRASA, CJA DE 12 UND JAX Halo-Guard FG-2 EU (Aerosol);JAX;JAX213EU
GRASAS, JAX MAGNA PLATE 22 . CAJAS DE 50 UND;JAX;00222-050
GRASAS, CAJAS DE 50 UND DE 14 OZ, JAX HALO-GUARD FG-2;JAX;HLG02-050
GRASAS, JAX HALO GUARD FG-2. CUB 5 GALONES, JAX HALO-GUARD FG-2;JAX;HLG02-035
A BASE DE PETOLEO EN UN 95% DE PESO PARA COMPRESOR Y 5% ADITIVOS, EN ENVASES DE 946ML (32OZ)-ACEM-34;TRUPER;ACEM-34
PARA CADENAS, CON UN CONTENIDO DE ACEITES DE PETRELEO O MINERAL BITUMINOSO SUPERIOR AL 70% EN PESO, (HIDROCARBURO ALIFATICO), EN PRESENTACION DE ENVASES  DE AEROSOL DE CAPACIDAD DE 400 ML-WT-400CA;TRUPER;WT-400CA
ACEITE HIDRAULICO PARA GATOS, 1 LITRO-ACEH-34;TRUPER;ACEH-34
ACEITE MINERAL PARA COMPRESOR, 946ML (32OZ), TRUPER-ACEM-32;TRUPER;ACEM-32
GRASA DE CALCIO PARA CHASIS 3.5 KG-GRAS-350C;TRUPER;GRAS-350C
*ACEITE PARA MAQUINA DE COSER;S/M;S/M
"LE-4025 QUINPLEX; GRASA GRADO ALIMENTICIO CONTIENE LE-4025 QUINPLEX PRESENTACION TUBOS DE 14.1 ONZ; CONTIENE QUINPLEX.  TOTAL  40 TUBOS.";PUMA;S/M
GRASA SKF LGMT 3/18 PRESENTACION 18KG N° Parte 7316577611864;SKF;S/M
GRASA SKF LGMT 3/18 PRESENTACION 18KG N° Parte 7316577611864;SKF;S/M
GRASA INDUSTRIAL SKF LGMT 3/5 PRESENT 5 N° Parte 7316577059581;SKF;S/M
GRASA LGMT 3/0.4 PRESENT. 0.4KG (420 ML) N° Parte 7316570699623;SKF;S/M
GRASA LGMT 3/0.4 PRESENT. 0.4KG (420 ML) N° Parte 7316570699623;SKF;S/M
GRASA SKF LGMT 3/18 PRESENTACION 18KG N° Parte 7316577611864;SKF;S/M
GRASA SKF CODIGO LGHP 2/0.4 (420 ML) N° Parte 7316571625539;SKF;S/M
GRASA LGWA 2/1 ,PRESENT. 1 KILO N° Parte 7316577662934;SKF;S/M
FLUIDO SUSPENSION MODULADA 2.5L NUMERO DE PARTE 0888601805;TOYOTA;S/M
FLUIDO SUSPENSION MODULADA 2.5L NUMERO DE PARTE 0888601805;TOYOTA;S/M
LUBRICANTE CADENA YAMALUBE 12 OZ 340G N° Parte ACCCHAINOFAA;YAMALUBE;S/M
SMO300-ACEITE PARA MAQUINA DE COSER;INTERNATIONAL;SMO300
ACEITE PARA MAQUINAS DE COSER;INTERNATIONAL;SMO300
816 CAJAS CONT OVER ALL HI-TECH 140 12/1 ACEITES BASICOS PARAFINICOS NAFTENICOS REFINADOS CADA CAJA CONT 12 UNDS DE 1/ LITRO;OVER ALL;321622
GRASA EN CARTUCHO 400 GR;LECTRA;S/M
GRASA EN CARTUCHO 400 GR;LECTRA;S/M
GRASA EN CARTUCHO 400 GR;LECTRA;S/M
80 BARRILES DE ACEITE DIELECTRICO RPP6153ZBA MAKER ELECTRA 3X 1X208 L,  EQUIVALENTE A 16,654 LITROS.;MAKER ELECTRA 3X;S/M
GRASA EN TUBO G10;LECTRA;S/M
GRASA EN TUBO G10;LECTRA;S/M
GRASA EN TUBO G10;LECTRA;S/M
GRASA EN TUBO G10;LECTRA;S/M
GRASA EN TUBO G11;LECTRA;S/M
GRASA EN TUBO G11;LECTRA;S/M
GRASA EN TUBO G11;LECTRA;S/M
GRASA EN TUBO G11;LECTRA;S/M
GRASA EN TUBO G12;LECTRA;S/M
GRASA EN TUBO G12;LECTRA;S/M
GRASA EN TUBO G12;LECTRA;S/M
GRASA EN TUBO G12;LECTRA;S/M
UNIDAD DE GRASA EN CARTUCHO 400 GR;S/M;S/M
GRASA. CERAN 720CU;TOTALENERGIES;71F197278
GRASA KLUBER ASONIC PETAMO GHY 133N;KLUBER;PETAMO GHY 133N
LUBRICANTE WD40 DE 11 ONZAS. FACTURA NO. 1273033-2;WD40;S/M
MULTIUSO, DE 11 ONZAS. FACTURA 0797480;S/M;52011 WD40
MULTIUSO, DE 11 ONZAS. FACTURA 0794172;S/M;WD40
"AMCI; ACEITE INDUSTRIAL P/MAQ. DE COSER";TECNOL;TECNOL C-250
ACEITE PARA MAQUINA DE COSER INDUSTRIAL #50( EMBALADO EN 1 BARRIL CONTENIENDO 200 LTS );TECNOL;TECNOLC-250-T200
GRASA DE ALTA TEMPERATURA 400G (SIN30);S/M;S/M
TUBOS DE GRASA ROJA;S/M;S/M
ACEITES LUBRICANTES W-40 11 ONZAS 311GR;WD40;S/M
BLT#11 AL 16. CONT. 6 UNDS DE BIDONES PLASTICOS C/U DE 20 LTR DE  ACEITE HIDRAULICO GRADO ALIMENTICIO 580 (ACEITE MINERAL), LOT:572002B22-RS, CODIGO: O580A.;OMEGA;S/M
BLT#44 AL 48. CONT. 5 PICHINGA PLASTICA C/U CONT, 5 LTS DE ACEITE GRADO ALIMENTICIO PARA LINEA DE AIRE VG32 609, LOTE: 578380A23-RS, (ACEITE MINERAL), CODIGO: O609C.;OMEGA;S/M
0.400 KG TUBO GSA BALIT COMPLEX PLUS EXP CJ:200.00 0 %-PT40100001;ROSHFRANS;PT40100001
3.500 KG CUBETA GRASA BAT 3 7501390505883 CB:30.00 0 %-PT40400007;ROSHFRANS;PT40400007
170.000 KG TAMBOR GRASA GRAFITADA FIBROSA CR TM:4.00 0 %-PT43100005;ROSHFRANS;PT43100005
0.425 KG TARRO GRASA BAT 3 CJ:50.00 0 %-PT40400002;ROSHFRANS;PT40400002
0.850 KG TARRO GRASA BAT 3 7501390502745 CJ:30.00 0 %-PT40400003;ROSHFRANS;PT40400003
0.425 KG TARRO GRASA GRAFITADA FIBROSA CR CJ:10.00 0 %-PT43100002;ROSHFRANS;PT43100002
0.400 KG TUBO DE GRASA BALIT COMPLEX PLUS 7501390512249 CJ:100.00 0 %-PT40200003;ROSHFRANS;PT40200003
"GRASA VISCOPREN NTX COMPOUND; NTX COMPOUND ( 8 TONEL DE 190 KILOS C/U)";LAAPSA;S/M
"LUBRICANTE HIDRAULICO / LUB AC MAKER ELECTRA 3X 208 LITROS (ESTAÑON) REPSOL; BARRIL DE 208 LITROS CADA UNO; 67-33-3G08";REPSOL;3X
"ACEITE HIDRAULICO ASTM D665B 20L MOBIL SHC 626; 110835";S/M;110835
"ACEITE TRANSMISION (UNIDAD=946ML); SSDEXVI-QRT";SUPER S;SSDEXVI-QRT
"GRASA GRAFITADA, UNIDAD= 397 GR; 11335";SUPER S;11335
"GRASA GRAFITADA, UNIDAD= 397 GR; 11335";SUPER S;11335
"GRASA GRAFITADA, UNIDAD= 397 GR; 11335";SUPER S;11335
"GRASA GRAFITADA, UNIDAD= 397 GR; 11335";SUPER S;11335
"GRASA MOBILGREASE XHP 222 SPECIAL; 112686-1";S/M;112686-1
"GRASA VISCOPREN NTX LAAPSA COMPUESTO; VISCOPREN NTX";S/M;VISCOPREN NTX
ACEITE PARA MAQUINA DE COSER #44 / SMO 300;INTERNATIONAL;SMO 300
MULTI-PURPOSE, ACEITE MULTIUSO 3 ON;S/M;F-10035
GRASA LUBRICANTE EN PRESENTACION DE CUBETA DE 18 KGS., REF.: LGWA 2/18;SKF;S/M
AFLOJATODO PERMATEX 300 GR;PERMATEX;S/M
GRASA CHASIS PLUSS / GRS;PLUUS;S/M
AFLOJATODO TRUPER WT - 350 345 ML;TRUPER;S/M
"6.3234.0; GRASA PARA COJINETES UNIREX N3 400G";KAESER;6.3234.0
ACEITE LIQUIDO PARA FUSOR PRESENTADO EN BOTELLAS DE 1.6 LITROS, CAJA DE 2 UNIDADES, CODIGO#008R13096;XEROX;DT180/  IGEN4 / IGEN5
ACEITE NU-CLEAR 5 GAL (UN-CLEAR THREAD CUTTING OIL 5 GAL (640 FL OZ/18.93 L CAT. No 41575)) 10 CUBETAS DE 5 GALONES CADA UNA;RIDGID/UN-CLEAR;PRODUCT No : 41575
ESPECIAL DE ENGRANAJES, EN PRESENTACION DE 20 LITROS,  PARA MOTORES,- // WG-2065037;WIRTGEN GROUP;S/M
MONOLEC R&O COMPRESSOR/TURBINE, 3PL, 56.7LT. EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA;LE XPORT;6404-PL
H1 QUINPLEX WHITE OIL, 4PL, 75.6LT. EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA;LE XPORT;4020-PL
H1 QUINPLEX WHITE OIL, 3PL, 56.7LT. EN PRESENTACION DE CUBETA DE 18.9 LITROS CADA UNA.;LE XPORT;4030-PL
MONOLEX PENETRARING OIL AND LUBE, 6CS. CAJA CONTIENE 12 FRASCOS AEROSOL DE 12 ONZAS CADA UNA,;LE XPORT;2059-CSA
MONOLEC ULTRA ENGINE OIL, 1CS. CADA CAJA CONTIENE 24 CUARTOS DE 0.946 LITROS CADA UNO.;LE XPORT;8800-CSQ
H1 QUINPLEX PEN. OIL AND LUBE 5CS. CAJA CONTIENE 12 FRASCOS AEROSOL DE 12 ONZAS CADA UNA,;LE XPORT;4059-CSA
PYROSHIELD SYN OPEN GEAR GREAS, 1C.  CADA CAJA CONTIENE 40 TUBOS DE 11 ONZ CADAUNO,;LE XPORT;5182-CST
H1 QUINPLEX FOOD MACH. LUBE 1CS. CAJA CONTENIENDO 40 TUBOS DE 14.1 ONZAS CADA UNA,;LE XPORT;4024-CST
H1 QUINPLEX FOOD MACH. LUBE 1CS. CAJA CONTENIENDO 40 TUBOS DE 14.1 ONZAS CADA UNA,;LE XPORT;4025-CST
ALMAPLEX  INDUSTRIAL LUBRICANT, 4PL, 63.6KG. EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA.;LE XPORT;1275-PL
DUOLEC INDUSTRIAL GEAR OIL, 4PL, 63.6KG.  EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA.;LE XPORT;1605-PL
DUOLEC INDUSTRIAL GEAR OIL, 4PL, 63.6KG. EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA.;LE XPORT;1606-PL
H1 QUINPLEX WHITE GEAR LUBE, 6PL, 95.4KG.EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA;LE XPORT;4090-PL
