DESCRIPCION;MARCA;MODELO
"LGHB2/0.4; CARTUCHO DE GRASA P/ALTA TEMP. FRANJA MARRONLUBRICANTS";SKF;LGHB2/0.4
"0902813203; GRASA KRONES CELEROL SP 7401 400ML SPRAY - ACEITE EN SPRAY CELEROL SP 7401 SPRAY CELEROL SP 7401 PARTE NO: 0-902-81-320-3 PRESENTACION: SPRAY DE 400ML TABLA KRONES: 40-06";KRONES MANUFACTURE;SP7401 400ML SPRAY /0902813203
"0903088789; KRONES CELEROL LU 7602 125 ML Nº DE PIEZA: 0-903-08-878-9 POSICION:17; PAG LISTA DE PIEZAS: Nº DE DIBUJO: Nº DE LISTA DE PIEZAS:  Nº DE EQUIPO: K-404-108 , PRONTOMODUL MATERIAL ALTERNATIVO: GRASA PERMAFLEX LE-4024 QUINPLEX; SOLUCION DE LIMPIEZA";KRONES MANUFACTURE;KRONES MANUFACTURE
"CLCA185; LUBRICANTE WD-40, ACEITE MULTIUSO 13.2 OZ 52122 WD40";WD40;S/M
3 CUBETA GRASA MULTIUSO, CUBETA 16KG-MULTILITIO 2, CODIGO:074942;MEXICANA DE LUBRICANTE;S/M
9 CUBETAS ACEITE SOLUBLE PARA HERRAMIENTAS, TORNOS,                           CUBETA 19LTS-SOLUBLE ESPECIAL No.4 CODIGO:030820;MEXICANA DE LUBRICANTES;S/M
ACEITE PARA COMPRESOR DE AIRE (SERIE 5010042);KYUNGWONG;S/M
ACEITE PARA COMPRESOR DE AIRE (SERIE 5010042);KYUNGWONG;S/M
20 PALETAS CONT 1,760 CAJAS 2C EX 12/1QT 75025 DE ACEITES LUBRICANTES QSUPRME CADA CAJA DE 12 UNDS DE 1 LITRO, CADA PALETA CONT 88 CAJAS;QSUPREME;75025
PENETRANTES PARA PIEZAS METALICAS, CON UN CONTENIDO DE ACEITES DE PETRELEO O MINERAL BITUMINOSO SUPERIOR AL 70% EN PESO, (NAFTA, ACEITE MINERAL, GAS BUTANO Y PROPANO), EN PRESENTACION DE ENVASES  DE AEROSOL DE CAPACIDAD DE 400 ML- // WT-400SP;TRUPER;WT-400SP
PARA CADENAS, CON UN CONTENIDO DE ACEITES DE PETRELEO O MINERAL BITUMINOSO SUPERIOR AL 70% EN PESO, (HIDROCARBURO ALIFATICO), EN PRESENTACION DE ENVASES  DE AEROSOL DE CAPACIDAD DE 400 ML- // WT-400CA;TRUPER;WT-400CA
A BASE DE PETOLEO EN UN 95% DE PESO PARA COMPRESOR Y 5% ADITIVOS, EN ENVASES DE 946ML (32OZ)- // ACEM-34;TRUPER;ACEM-34
"SMO200; ACEITE P/MAQUINA DE COSER";INTERNATIONAL CHEMICAL CO;SMO200
ACEITE PARA MAQUINA DE COSER;INTERNATIONAL CHEMICAL CO;SMO300
ACEITE PARA MAQUINA DE COSER , CODIGO SM0300;INTERNATIONAL CHEMICAL CO;SMO300
Lubricante para rodamientos y cojinetes {1173410739/Klüberplex BEM 41-141 [370g]} {KH00016671} {1173410739};KLÜBER;Klüberplex BEM 41-141 [370gr]
Lubricantes  {1012310060/Klüberplex AG 11-462 [1kg]} {KA00197549};KLÜBER;Klüberplex AG 11-462 [1kg]
VERKOL OC 40 {lubricante especial para la lubricación en servicio de engranajes abiertos, cojinetes lisos y cadenas de ingenios azucareros.};QUAKER HOUGHTON;Verkol OC 40
VERKOL OC 40 {lubricante especial para la lubricación en servicio de engranajes abiertos, cojinetes lisos y cadenas de ingenios azucareros.};QUAKER HOUGHTON;Verkol OC 40
QUAKERTEK ALC 00HV {Grasa de altas prestaciones especialmente desarrolladas para grandes accionamientos de molinos y hornos rotativos en la industria del cemento, minería y cerámica};QUAKER HOUGHTON;Quakertek ALC 00HV
QUAKERTEK ALC 00HV {Grasa de altas prestaciones especialmente desarrolladas para grandes accionamientos de molinos y hornos rotativos en la industria del cemento, minería y cerámica};QUAKER HOUGHTON;Quakertek ALC 00HV
550061089/88-Grasa multiuso Shell Gadus {SHELL GADUS S5 T460 1.5/12*.4KG TUBES};SHELL;Shell Gadus S5 T460 1.5
Grasa TOP1 Synthetic Hi-Temp Grasa 12 Latas 1 Lb.;TOP1 OIL;10623
Grasa TOP1 Synthetic Hi-Temp Grasa 12 Latas 1 Lb.;TOP1 OIL;10623
Grasa TOP1 Synthetic Hi-Temp Grasa 12 Latas 1 Lb.;TOP1 OIL;10623
ACEITE MOTOR, 0W40 MOBIL 1.946L  PARA VEHICULO AUTOMOTRIZ.;GM;19433865
ACEITE MOTOR, 0W40 MOBIL 1.946L  PARA VEHICULO AUTOMOTRIZ.;GM;19433865
"Blanco; A base mezclas de Aceites Parafinicos, Refinados.- // ACEITE MINERAL 4 bultos de 200 kgs";S/M;S/M
A base 100% de destilados de petroleos, fraccion Naftenica pesada tratada con hidrogeno, color medio amarillento.- // ACEITE BASE 1 FLEXITANQUE CONTENIENDO 20.875 TONELADAS;S/M;Hygold L2000
ACEITE OIL #32 FOR SEWING M/C;S/M;S/M
"PM0050-5; LUBRICANTE DE MOTOR MINERAL 50 IDRIVE 50 CH4 4 UNIDADES DE 5 LITROS PEMCO; ACEITE LUBRICANTE 25 BULTOS,4 UNIDADES C/U EN PRESENTACION DE 5 LITROS,,EQUIVALENTE PARA UN TOTAL DE 500 LITROS.";PEMCO;S/M
"ACTUADOR DIFERENCIAL; TYACDIF0002";S/M;TYACDIF0002
"ACEITE DE MOTOR; SSND50-QRT";SUPER S;SSND50-QRT
"GRASA GRAFITADA EP#2; 11335";SUPER S;11335
"GRASA GRAFITADA EP#2; 11335";SUPER S;11335
"GRASA GRAFITADA EP#2; 11335";SUPER S;11335
"GRASA GRAFITADA EP#2; 11335";SUPER S;11335
"GRASA GRAFITADA EP#2; 11335";SUPER S;11335
"GRASA GRAFITADA EP#2; 11335";SUPER S;11335
"GRASA GRAFITADA EP#2; 11335";SUPER S;11335
"GRASA P/BALEROS, UNIDAD= 14 ONZ (UNIDAD= 397 GR); GHT-14";SUPER S;GHT-14
"GRASA P/BALEROS, UNIDAD= 14 ONZ (UNIDAD= 397 GR); GHT-14";SUPER S;GHT-14
"GRASA P/BALEROS, UNIDAD= 14 ONZ (UNIDAD= 397 GR); GHT-14";SUPER S;GHT-14
"GRASA P/BALEROS, UNIDAD= 14 ONZ (UNIDAD= 397 GR); GHT-14";SUPER S;GHT-14
"ACEITE DE MOTOR; SS40-QRT";SUPER S;SS40-QRT
"ACEITE DE MOTOR; SS40-QRT";SUPER S;SS40-QRT
"GRASA LITHIUM; SSMP2-GRASA";SUPER S;SSMP2-GRASA
"GRASA LITHIUM; SSMP2-GRASA";SUPER S;SSMP2-GRASA
"GRASA LITHIUM; SSMP2-GRASA";SUPER S;SSMP2-GRASA
"GRASA LITHIUM; SSMP2-GRASA";SUPER S;SSMP2-GRASA
"GRASA LITHIUM; SSMP2-GRASA";SUPER S;SSMP2-GRASA
"GRASA P/BALEROS, UNIDAD= 14 ONZ (UNIDAD= 397 GR); GHT-14";SUPER S;GHT-14
"GRASA P/BALEROS, UNIDAD= 14 ONZ (UNIDAD= 397 GR); GHT-14";SUPER S;GHT-14
"GRASA P/BALEROS, UNIDAD= 14 ONZ (UNIDAD= 397 GR); GHT-14";SUPER S;GHT-14
"ACEITE TRANSMISION, UNIDAD=946ML; SSMERCONV-QRT";SUPER S;CHVFAC1039
"ACEITE DE MOTOR; SSND50-GAL";SUPER S;SSND50-GAL
"ACEITES PARA SISTEMAS HIDRAULICOS, ACEITE R&O HIDRAULIC, UNIDAD= 18.9LT; SSR&O-Q";SUPER S;SSR&O-Q
"GRASA MULTIPROPOSITO, UNIDAD=18.9LT (UNIDAD= 35 LBS); SSGRAM-35LBS";SUPER S;SSGRAM-35LBS
"TT DIII MINE 4L; TTDIIIS-4LT";TOTALENERGIES;TTDIIIS-4LT
"GRASA BLANCA LITHIUM; WHI0450C";VISBELLA;WHI0450C
GRASA LGHB 2 SKF-CUBETA 18KG;S/M;S/M
ACEITE FLEXI TAPA, DE 9 ONZAS 52007 WD40. FACTURA NO. 06224;WD40;52007 WD40
"GRASA - LUBRICANTE, PRESENTACION DE TUBO DE 400 GRAMOS, REF; LGMT3/0.4";SKF;"REF; LGMT3/0.4"
"MXT12QULV; ACEITE PARA CAJA DE CAMBIOS";FORD;MXT12QULV
"MXT10QLVC; ACEITE PARA CAJA DE CAMBIOS AUTOM.";FORD;MXT10QLVC
168 CAJAS CONTENIENDO SUPER S ECONOMY RED 2CYCLE ENGINE OIL 12/1 QUART . CADA CAJA 12 UND DE 1/4 DE GALON;SMITTY´S;SUS119
ACEITE MEDIO OSCURO X20250331241977 1 FLEXIBOLSA CON 6,184.79 GALONES;S/M;S/M
PARA TRASMISIONES CON BASE MINERAL CONTENIENDO ADITIVOS DISPESADOR EN ACEITE MINERAL O SINTETICO, PARA ENGRANAJES HIPOIDALES, ADECUADO PARA SU USO DIFERENCIALES AUTO BLOCANTE (LSD i LIMITED SLIP DIFFERENTIAL), EN CAJAS DE CAMBIO CONVENCIONAL, CAJAS DE DIRECCION DE AUTOS Y CAMIONES, CAJAS DE CAMBIO, TRANSMISION FINAL DE AQUINARIA AGRICOLA Y VIALES, Y TRACCIONES POSITIVAS, CON PRESENTACION DE BIDON DE 20 LITROS i TAMBOR DE 200 LITROS, ACEITE DE PETROLEO CON UN PORCENTAJE DE IGUAL O MAYORES DE 701%, TUTELA W 90-M/DA-, 23 UNIDADES DE CUBETAS/BIDON DE 20 LITROS C/U // 76644R61BR;PETRONAS;76644R61BR
LUBRICANTE MINERAL QUE CONTIENE ADITIVOS EP, PARA TRASMISIONES CON COMPONENTES DE POLISULFUROS DE BUTIL DE 3.0% - 4.0%, PRODUCTOS DE REACCION DE 4 METIL, 2 PENTANOL Y PENTASULFURO DE DIFOSFORO, PROPOXILADOS, ESTERIFICADOS CON PENTAOXIDO DE DIFOSFORO Y SALADOS CON AMINAS CON 1.0% - 1.5%, ACEITES NO CLASIFICADOS 50.0 i 70.0%.-, 03 UNIDADES DE BARRIL/TAMBOR DE 200 LITROS C/U // 76450251BR;PETRONAS;76450251BR
"VASELINA LIQUIDA (ACEITE MINERAL) FPROD 2024-11-01 FVEN 2026-11-30; LOTE: T245649, EN PRESENTACION DE: GALON 3.785 L";TRANSFORMACIONES DEL CARIBE, S.A.;S/M
ACEITE LUBRICANTE VILTER R717 CUBETA DE 5 GAL. (OI0003811);VILTER EMERSON;2939A
ACEITE LUBRICANTE VILTER R717 CUBETA DE 5 GAL. (OI0003678);VILTER EMERSON;2939A
ACEITE LUBRICANTE VILTER R717 CUBETA DE 5 GAL. (OI0003811);VILTER EMERSON;2939A
ACEITE LUBRICANTE VILTER R717 BARRIL DE 55 GAL.  (OI0003678);VILTER EMERSON;2939B
"1508; LUBRICANTE PARA CADENA DE MOTO - MOTORBIKE CHAIN LUBE / PRESENTACIÓN 250ML / SERIE: 1508 / LATA DE AEROSOL; 250ML";LIQUI MOLY;1508
ACEITE PARA MOTOR EN 540 CAJA DE 6 GALON  NUMERO DE PARTE: TY27959.;JOHN DEERE;S/M
ACEITES LUBRICANTES PARA ENGRANAJES, PRESENTADA EN ENVASE DE 1 GALON (3.785 L), PARTE # TY26812, 1,226.34 LT;JOHN DEERE;S/M
ACEITE PARA MOTOR EN 240 CUBETA DE 5 GALONES C/U;JOHN DEERE;S/M
ACEITE DE ENGRANAJE 48 CUBETA DE 5-GALONES 908.49 LITROS P/N TY26816;JOHN DEERE;S/M
ACEITE DE ENGRANAJES ACEITE LUBRICANTE DE ENGRANAJES, PRESENTADO EN CUBETAS DE 5 GALONES (18.93L) C/U, 908.64LTR PARTE # TY26816;JOHN DEERE;S/M
ACEITE LUBRICANTE PARA MOTORES, BARRIL DE 55 GALONES, TOTAL GALONES: 5,280 = 19,986.91 Litros, PARTE# TY27961;JOHN DEERE;S/M
NUMERO DE PARTE: TY27961 ACEITE PARA MOTOR  PRESENTACION: BARRILES DE 55 GALONES;JOHN DEERE;S/M
ACEITE LUBRICANTE UNIVOLT N 61 B NR ST (BARRIL DE 55 GALONES) / 7-BARRILES DE 55 USG ¿ 385 GALONES = 1457.38 LITROS,  ITEM CODIGO: 101532;MOBIL;101532 UNIVOLT
GRASA LUBRICANTE SINTETICA;KLUBER;S/M
ESPECIAL PARA COMPRESOR INDUSTRIAL, ES HIDRO TRATADO SEMISINTETICO PREMIUM DISENADO PARA, APLICACIONES DE AMONIACO. PROPORCIONA UNA ALTA ESTABILIDAD TERMICA, EL ACEITE BASADOS EN MINERALES PUROS. RESULTA EN UN MENOR DESGASTE DE LOS COJINETES QUE LOS ACEITES NAFTENICOS,Y UN MENOR ARRASTRE DE ACEITE DESDE EL SEPARADOR. SU MAYOR VISCOSIDAD,REDUCE LA FORMACION DE ESPUMA PARA UNA MEJOR LUBRICACION DEL COMPRESORVILTER ES MENOS VOLATIL Y MENOS SOLUBLE EN AMONIACO, LO QUE DA PARA MAYOR RESISTENCIA A LA DESCOMPOSICION A INTERVALOS DE SERVICIO EXTENDIDO. PART No:2939B, REF:717 ETIQUETA (EMERSON), PORCENTAJE BITUMINOSO MAYOR AL 70% .-EMBALADOS EN 8 BARRILES DE 55 GALONES CADA UNO SOBRE 2 PALETAS // 2939B;VILTER;S/M
"8829953370; LUBRICANTE CON TEFLON 2 OZ ROHS - PARA RADIOTERAPIA QUE SALVA VIDAS ACELERADOR LINEAL CLINAC.";TRI-FLOW;S/M
MONOLEX PENETRATING OIL y LUBE, CAJA CONTIENE 12 FRASCOS AEROSOL DE 10.25 ONZAS-2059-CSA;LE;2059-CSA
H1 QUINPLEX PEN OIL y LUBE  H1, CAJA CONTIENE 12 FRASCOS AEROSOL DE 12 ONZAS.-4059-CSA;LE;4059-CSA
WIRELIFE MONOLEC PENETRATING CAJA CONTIENE 12 FRASCOS AEROSOL DE 12 ONZAS.-2001-CSA;LE;2001-CSA
MONOLEC R y O COMPRESSOR /TURBINE  EN PRESENTACION DE CUBETAS DE 18.9 LITROS CADA UNA-6402-PL;LE;6402-PL
MONOLEC R y O COMPRESSOR /TURBINE, EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA-6403-PL;LE;6403-PL
MONOLEC R y O COMPRESSOR /TURBINE  EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA-6404-PL;LE;6404-PL
MONOLEC R&O COMPRESSOR/TURBINE, EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA;LE;6403-PL
QUINPLEX H1 PENETRATING LUBE H1,  EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA.-4058-PL;LE;4058-PL
DUOLEC INDUSTRIAL GEAR OIL, EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA-1605-PL;LE;1605-PL
DUOLEC INDUSTRIAL GEAR OIL EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA-1606-PL;LE;1606-PL
DUOLEC INDUSTRIAL GEAR OIL, EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA-1607-PL;LE;1607-PL
MULTILEC INDUSTRIAL OIL, EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA;LE;6803-PL
DUOLEC INDUSTRIAL GEAR OIL, EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA;LE;1605-PL
DUOLEC INDUSTRIAL GEAR OIL, EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA;LE;1607-PL
ALMAPLEX INDUSTRIAL LUBRICANT,  CAJA CONTENIENDO 40 TUBOS DE 14.1 ONZAS.-1275-CST;LE;1275-CST
H1 QUINPLEX  WHITE GEAR LUBE H1, EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA-4090-PL;LE;4090-PL
H1 QUINPLEX WHITE GEAR LUBE, EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA;LE;4090-PL
H1 QUINPLEX WHITE OIL H1, EN PRESENTACION DE CUBETA DE 18.9 LITROS CADA UNA.-4030-PL;LE;4030-PL
H1 QUINPLEX WHITE OIL, EN PRESENTACION DE CUBETA DE 18.9 LITROS CADA UNA.;LE;4030-PL
ALMASOL HIGH TEMP LUBRICANT, CAJA CONTENIENDO 40 TUBOS DE 14.1 ONZAS.-1250-CST;LE;1250-CST
DUOLEC SYN GEAR LUBRICANT EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA-9832-PL;LE;9832-PL
H1 QUINPLEX FOOD MACH LUBE  H1, CAJA CONTENIENDO 40 TUBOS DE 14.1 ONZAS.-4024-CST;LE;4024-CST
H1 QUINPLEX FOOD MACH LUBE H1, CAJA CONTENIENDO 40 TUBOS DE 14.1 ONZAS.-4025-CST;LE;4025-CST
H1 QUINPLEX FOOD MACH. LUBE, CAJA CONTENIENDO 40 TUBOS DE 14.1 ONZAS.;LE;4025-CST
"GRASA LUBRICANTE, PUMA SUPREME BRB-220-2 EP, 180KG, TAMBOR DE 180.00 KILOS; 5000498";PUMA;S/M
"GRASA LUBRICANTE, PUMA VICTRIX HD 1400-2, 180KG, TAMBOR DE 180.00 KILOS; 5000410";PUMA;S/M
"WD; WD-40";WD40;S/M
12184508001, GASA LUBRICANTE  370G LIN GD;KLUBER;S/M
",M1.58; WD-40";WD40;S/M
",M1.57; ACEITE P/ MAQUINA VG-40";S/M;S/M
"550022790; ACEITE LUBRICANTE PENNZOIL 5-W30 (SP/GF-6A) 1 * 55 UGL; 6 BARRILES CONTENIENDO 55 GALONES CADA UNO";PENNZOIL;S/M
"550026867; GRASA LUBRICANTE SHELL GADUS S3 V460XD 2  1*180 KG WL; 4 BARRILES";SHELL;S/M
ACEITES LUBRICANTES KIT SERVICE HEV PREMIUM DE 3 PARTES;MP;5951
ACEITE PARA COMPRESOR, (300 LITROS) SERIE C5010042;KYUNGWON;S/M
55 GALONES DE ACEITE PARA MAQUINA DE COSER # 44;INTERNATIONAL CHEMICAL CO;SMO300
3 UNDS DE GRASA DE ALTA TEMPERATURA 1,200 GRAMOS;KYUNGWONG;S/M
6 CUBETAS DE ACEITE PARA COMPRESOR;KYUNGWONG;C5010042
3 UNDS DE ACEITE PENETRANTE 8 OZ,  WD-40 ( 8OZ);WD40;WD-40 ( 11OZ F-52011)
ACEITE PARA MAQUINA DE COSER;INTERNATIONAL CHEMICAL CO;SMO200
TUBO DE GRASA SKF LGWA 2/0.4;S/M;S/M
"GRASA ADHERENTE MINERAL PARA LUBRICACION DE ENGRANAJES 600G, , ,; 149264";KLUBER;149264
"GRASA ADHERENTE MINERAL PARA LUBRICACION DE ENGRANAJES 600G, , ,; 149264";KLUBER;149264
"GRASA ADHERENTE MINERAL PARA LUBRICACION DE ENGRANAJES 600G, , ,; 149264";KLUBER;149264
"GRASA ADHERENTE MINERAL PARA LUBRICACION DE ENGRANAJES 600G, , ,; 2 CAJAS CONTENIENDO 19 UNIDADES , PRESENTACION DE 0.63 LITROS; 149264";KLUBER;149264
"GRASA 4 K MINERAL PARA LUBRICACION DE RODAMIENTOS Y COJINETES, , ,; 4 CAJAS CONTENIENDO 14 UNIDADES, PRESENTACION DE 4.17 LITROS; 14925840-1";KLUBER;14925840
88331073A,   GRASA LUBRICANTE;S/M;S/M
"GRASA LUBIRCANTE; M920001680";S/M;S/M
ACEITE DE MAQUINA DE COSER;INTERNATIONAL CHEMICAL CO;SMO300
"MY-56; GRASA TUBO /";S/M;S/M
"99000-25520-000; GRASA MARINA SUZUKI 250G";SUZUKI;99000-25520-000
"JAX102; JAX CHAIN DRIVE PIN & BUSHING LUBE SPRAY";JAX ;S/M
"JAX 110; JAX MAGNA-PLATE  86 SPRAY,";JAX ;S/M
GRASA LGMT 3/18 PRESENTACION 18KG NUMERO DE PARTE 7316577611864;SKF;S/M
GRASA LMCG 1/18 PARA ACOPLES NUMERO DE PARTE 7316575583484;SKF;S/M
LACTUCA LT 3000//ACEITE LUBRICANTE// LOTE:55, FECHA DE ENVASADO:30/10/2024// PRESENTADO EN 10 UNIDADES DE PICHINGA DE 20L CODIGO # 115806;TOTAL ENERGIES;S/M
CERAN XM 220// GRASA LUBRICANTE// LOTE:20150608, FECHA DE ENVASADO:05/03/2025// PRESENTADO EN 128 UNIDADES DE CAJAS DE 24 POTE PLASTICO DE 425g CODIGO # 179304;TOTAL ENERGIES;S/M
CERAN XM 220// GRASA LUBRICANTE// LOTE:20150608, FECHA DE ENVASADO:05/03/2025// PRESENTADO EN 64 UNIDADES DE CAJAS DE 24 POTE PLASTICO DE 425g CODIGO # 179304;TOTAL ENERGIES;S/M
MULTIS COMPLEX XHV 2// GRASA LUBRICANTE// LOTE:37587000, FECHA DE ENVASADO:30/01/2025// PRESENTADO EN 32 CAJAS DE 24Und DE POTE PLASTICO DE 400g,CODIGO:222279;TOTAL ENERGIES;S/M
MULTIS COMPLEX XHV 2// GRASA LUBRICANTE// LOTE:37587000, FECHA DE ENVASADO:30/01/2025// PRESENTADO EN 32 CAJAS DE 24Und DE POTE PLASTICO DE 400g,CODIGO:222279;TOTAL ENERGIES;S/M
ALUMINIUM COMPLEX GREASE// SPRAY MULTIUSO Y GRASA DE ALUMINIO RESINTETE AL AGUA// PRESENTADO EN 23 DE 12Und DE SPRAYDE METAL DE 400Ml,CODIGO:224571;TOTAL ENERGIES;S/M
NEVASTANE HD2T// GRASA LUBRICANTE// LOTE:37584507, FECHA DE ENVASADO:24/07/2024// PRESENTADO EN 52 CAJAS DE 2CajasX12Und DE 400g,CODIGO:174547;TOTAL ENERGIES;S/M
CERAN XM 220// GRASA LUBRICANTE// LOTE:20150255, FECHA DE ENVASADO:11/02/2025// PRESENTADO EN 32 CUBETA DE 18Kg CODIGO # 177040;TOTAL ENERGIES;S/M
CERAN XM 220// GRASA LUBRICANTE// LOTE:20150255, FECHA DE ENVASADO:11/02/2025// PRESENTADO EN 32 CUBETA DE 18Kg CODIGO # 177040;TOTAL ENERGIES;S/M
CERAN AD PLUS// GRASA LUBRICANTE// LOTE:20150048, FECHA DE ENVASADO:23/01/2025// PRESENTADO EN 8 UNIDADES DE CUBETAS DE 18Kg CODIGO # 152102;TOTAL ENERGIES;S/M
MULTIS COMPLEX EP 3// GRASA LUBRICANTE//FECHA DE ENVASADO:16/12/2024// PRESENTADO EN 5 UNIDADES DE BARRILES DE 50Kg CODIGO # 147903;TOTAL ENERGIES;S/M
CERA XM 220//GRASA LUBRICANTE// LOTE:20150603, FECHA DE ENVASADO:19/02/2025// PRESENTADO EN 12 BARRILES DE 180Kg,CODIGO:176269;TOTAL ENERGIES;S/M
CERA XM 220//GRASA LUBRICANTE// LOTE:20150603, FECHA DE ENVASADO:19/02/2025// PRESENTADO EN 12 BARRILES DE 180Kg,CODIGO:176269;TOTAL ENERGIES;S/M
MULTIS COMPLEX HV 2// GRASA LUBRICANTE// FECHA DE ENVASADO:21/11/2024// PRESENTADO EN 4 UNIDADES DE BARRILES DE 180Kg CODIGO # 147892;TOTAL ENERGIES;S/M
MULTIS COMPLEX HV 2// GRASA LUBRICANTE// FECHA DE ENVASADO:21/11/2024// PRESENTADO EN 4 UNIDADES DE BARRILES DE 180Kg CODIGO # 147892;TOTAL ENERGIES;S/M
MULTIS COMPLEX EP 3// GRASA LUBRICANTE// FECHA DE ENVASADO:03/07/2024// PRESENTADO EN 4 UNIDADES DE BARRILES DE 180Kg CODIGO # 157463;TOTAL ENERGIES;S/M
FLUIDO SUSPENSION MODULADA 2.5L NUMERO DE PARTE 0888601805;TOYOTA;S/M
"2812; LIQUIDO PARA DIRECCION; LIQUIDO PARA DIREECION ASISITIDA 12OZ/355ML CJA 12";JOHNSEN´S;2812
"4610; POWER STEARING; LIQUIDO PARA DIRECCION ASISTIDA CON ACONDICIONADORES  32OZ (946ML) CJA 12";JOHNSEN´S;4610
"4602; ACEITE PENETRANTE; ACEITE PENETRANTE EN AEROSOL 10OZ (284G) CJA 12";JOHNSEN´S;4602
"4723; LUBRICANTE DE CABLE Y CADENA AEROSOL; LUBRICANTE DE CABLE Y CADENA AEROSOL 10OZ/284G CJA 12";JOHNSEN´S;4723
"4604; GRASA BLANCA AEROSOL; GRASA BLANCA LITHIUM EN AEROSOL 11OZ (312G) CJA 12";JOHNSEN´S;4604
"L616; GRASA BLANCA; GRASA BLANCA DE LITIO CON CERFLON AEROSOL 11OZ/311GR CJA 12";LIQUID WRENCH;L616
"597 02 35-01; GRASA PARA EL EJE DEL MANDRIL";HUSQVARNA;S/M
ACEITE P/BOMBA VACIO 1 LITRO BVA;S/M;S/M
"0904173452; GRASA LUBRICANTE   KRONES CELEROL L 7003  500G";KRONES;S/M
"566-730; GRASA PARA TRATAMIENTOS DE CONTACTO, CONTENIDO 20 ML - GRASA RS PRO 566-730 NO. PARTE: 566-730 MARCA: RS TIPO: NA PRESENTACION: JERINGA 20ML USO: MANTENIMIENTO DE CONTACTOS DE CABLES MONI";RS;566-730
"SCC42; ACEITE IND. P/MAQ. DE COSER NO. 22";TECNOLC;S/M
9 CUBETAS ACEITE SOLUBLE PARA HERRAMIENTAS, TORNOS,                           CUBETA 19LTS-SOLUBLE ESPECIAL No.4 CODIGO:030820;MEXICANA DE LUBRICANTES;S/M
17 CUBETAS ACEITE SOLUBLE PARA HERRAMIENTAS, TORNOS,                           CUBETA 19LTS-SOLUBLE ESPECIAL No.4 CODIGO:030820;MEXICANA DE LUBRICANTES;S/M
3 CUBETA GRASA MULTIUSO, CUBETA 16KG-MULTILITIO 2, CODIGO:074942;MEXICANA DE LUBRICANTES;S/M
7 CUBETA GRASA MULTIUSO, CUBETA 16KG-MULTILITIO 2, CODIGO:074942;MEXICANA DE LUBRICANTES;S/M
"SVS01; ACEITE PARA MAQUINAS #32 BARRIL; ACEITE-MAQ#32";S/M;S/M
2,664 CAJAS CONT OVER ALL HI-TECH 140 12/1 ACEITES BASICOS PARAFINICOS NAFTENICOS REFINADOS CADA CAJA CONT 12 UNDS DE 1/ LITRO, TOTAL 31,968 UNDS;OVER ALL;321622
20 PALETAS CONT 1,760 CAJAS 2C EX 12/1QT 75025 DE ACEITES LUBRICANTES QSUPREME CADA CAJA DE 12 UNDS DE 1 LITRO, CADA PALETA CONT 88 CAJAS;QSUPREME;75025
Microlube GL261 (Microlubricante GL261) 900009072;S/M;S/M
ORCHEX 796,  (ACEITE PARA USO  AGRICOLA) SUSTANCIA A FIN, REGISTRO No COL-BI-099-2021;ORCHEX;S/M
ACEITE PARA CADENA CRAFTOP;S/M;S/M
TUBO DE GRASA ESPECIAL;S/M;1000677BT
"JAX104; ACEITE LUBRICANTE // JAX HEAVY DUTY CHAIN & CABLE LUBRICANT (AEROSOL), PRESENTACION: CAJA DE 12 UNIDADES / 12 LIBRAS; LOTE. J25084A / 30 CAJAS DE 12 LIBRAS C/U PARA UN TOTAL DE 360 LIBRAS.";JAX;JAX104
"JAX102EU; ACEITE EN AEROSOL // LUBRICANTE PARA BUJE DE CADENA, JAX CHAIN DRIVE PIN & BUSHING LUBE AEROSOL - (EU),  PRESENTACION  CAJAS DE 12 UND. / 12 LIBRAS; LOTE. 241203B102 / 26 CAJAS DE 12 LIBRAS C/U PARA UN TOTAL DE 310 LIBRAS.";JAX;JAX102EU
"JAX214EU; ACEITE LUBRICANTE // JAX BDF CLING-LUBE EU (AEROSOL), PRESENTACION: CAJA DE 12 UNIDADES; LOTE. J25027A-214 / 10 CAJAS DE 12 LIBRAS C/U. PARA UN TOTAL DE 120 LIBRAS.";JAX;JAX214EU
